"id","homicide","terrorist_attack","threats","Enforced_disappearance","torture","sexual_violence","recruitment","detention","kidnapping","pillage","extortion","attack_against_civilians_population","dispossession_land","forced_displacement","armed_group"
16677,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
16679,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16680,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16681,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16683,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Other armed groups"
16689,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16698,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
16699,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
16700,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
16701,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Other armed groups"
16703,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
16704,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16705,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16707,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16711,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16712,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
16718,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16719,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
16740,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16744,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
16749,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Paramilitary groups"
16750,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Paramilitary groups"
16751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16752,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16753,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16754,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16756,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Guerrilla groups"
16762,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
16763,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
16774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16775,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16776,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16780,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
16785,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
16786,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
16788,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
16789,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
16790,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16803,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16814,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16815,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16816,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16818,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
16826,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
16827,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
16830,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16831,0,0,1,0,1,0,0,0,0,0,1,0,0,1,"Paramilitary groups"
16833,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
16841,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
16842,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
16871,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
16873,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
16881,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Other armed groups"
16883,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16891,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
16892,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
16893,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
16894,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
16895,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
16906,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16920,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16923,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16935,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
16936,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
16937,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
16960,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"Other armed groups"
16961,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
16968,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Paramilitary groups"
16969,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Paramilitary groups"
16970,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16973,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
16974,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
16977,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
16978,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
16979,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
16982,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
16983,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16989,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
16992,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
16995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17025,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17026,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17027,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17032,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17033,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17054,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17059,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17061,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17062,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17065,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Paramilitary groups"
17066,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
17073,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17082,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17083,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17084,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17085,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17097,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17099,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17114,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17115,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17116,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17131,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17132,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Guerrilla groups"
17133,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Paramilitary groups"
17152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17154,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Other armed groups"
17155,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
17156,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"Guerrilla groups"
17157,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"Guerrilla groups"
17177,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"Paramilitary groups"
17179,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17189,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17190,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17193,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17200,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17201,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17204,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
17210,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Guerrilla groups"
17213,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17218,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Paramilitary groups"
17219,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Paramilitary groups"
17220,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17221,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17222,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17223,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
17224,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17225,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"Other armed groups"
17229,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17234,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17235,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17241,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17243,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17245,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17247,0,0,1,0,0,1,0,0,0,1,0,0,1,1,"Paramilitary groups"
17248,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17249,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17250,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17251,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17252,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17265,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17267,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Paramilitary groups"
17283,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"Paramilitary groups"
17284,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17287,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17289,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17296,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17300,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17302,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17306,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17314,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17320,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"Paramilitary groups"
17324,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17338,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"Guerrilla groups"
17339,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"Guerrilla groups"
17340,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"Guerrilla groups"
17341,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"Guerrilla groups"
17343,0,0,1,0,1,1,0,0,0,1,0,0,0,1,"Paramilitary groups"
17344,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17345,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Paramilitary groups"
17346,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Paramilitary groups"
17353,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Guerrilla groups"
17354,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Guerrilla groups"
17355,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Guerrilla groups"
17356,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Guerrilla groups"
17357,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Guerrilla groups"
17364,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Paramilitary groups"
17368,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17377,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Paramilitary groups"
17379,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17381,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
17382,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
17383,0,0,1,0,1,1,0,0,0,0,0,0,0,1,"Guerrilla groups"
17384,0,0,1,0,1,1,0,0,0,0,0,0,0,1,"Guerrilla groups"
17387,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17388,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17389,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17390,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17404,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17406,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17407,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Paramilitary groups"
17409,1,0,1,0,1,0,0,0,0,1,0,0,0,1,"Guerrilla groups"
17410,0,0,1,0,1,0,0,0,0,1,0,0,0,1,"Paramilitary groups"
17411,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Paramilitary groups"
17412,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
17416,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17420,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17423,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Paramilitary groups"
17424,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Paramilitary groups"
17451,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17461,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17463,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17472,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17473,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17474,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17475,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17476,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17482,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17485,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17496,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Paramilitary groups"
17518,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"Guerrilla groups"
17526,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17527,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17528,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17543,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Guerrilla groups"
17545,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17554,0,0,1,0,1,1,0,0,1,0,0,0,0,1,"Paramilitary groups"
17562,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Other armed groups"
17566,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17570,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Guerrilla groups"
17571,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17572,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17579,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17580,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17581,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17582,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17584,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"Guerrilla groups"
17585,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"Guerrilla groups"
17586,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"Guerrilla groups"
17592,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Guerrilla groups"
17594,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17595,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17596,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17597,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17600,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
17602,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17603,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17604,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17605,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17608,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"Paramilitary groups"
17609,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"Paramilitary groups"
17613,0,0,1,0,1,0,0,1,0,0,0,0,0,1,"Other armed groups"
17614,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17615,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
17617,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17618,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17619,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17630,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
17631,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
17633,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Other armed groups"
17644,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
17645,0,0,1,0,1,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
17646,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17647,0,1,1,0,1,1,0,0,0,0,0,0,0,1,"Other armed groups"
17649,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17650,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17653,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17660,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17661,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17663,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"Paramilitary groups"
17678,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17680,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17688,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17689,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
17694,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
17719,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17721,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17730,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17738,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17759,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Guerrilla groups"
17760,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Guerrilla groups"
17765,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"Paramilitary groups"
17771,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
17776,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17777,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Guerrilla groups"
17778,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Guerrilla groups"
17779,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Guerrilla groups"
17781,0,0,1,0,1,0,0,1,0,0,1,0,0,0,"Paramilitary groups"
17782,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Paramilitary groups"
17783,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Paramilitary groups"
17784,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Paramilitary groups"
17785,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Paramilitary groups"
17797,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17798,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"Paramilitary groups"
17802,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"Paramilitary groups"
17806,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17807,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17811,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17816,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17817,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
17819,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
17820,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17826,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17837,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17841,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
17842,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17845,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17848,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Guerrilla groups"
17865,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Other armed groups"
17866,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Other armed groups"
17871,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
17889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
17890,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17892,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17896,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17897,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17901,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
17913,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17914,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17915,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17916,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17917,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17918,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17921,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17922,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
17923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17925,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17926,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
17927,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17928,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
17941,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
17943,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17945,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
17948,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
17949,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
17950,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17951,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
17952,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Guerrilla groups"
17953,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Guerrilla groups"
17958,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
17959,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Guerrilla groups"
