"id","homicide","terrorist_attack","threats","Enforced_disappearance","torture","sexual_violence","recruitment","detention","kidnapping","pillage","extortion","attack_against_civilians_population","dispossession_land","forced_displacement","armed_group"
8646,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8651,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
8652,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8666,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8668,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8669,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8670,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8671,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
8672,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
8673,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
8683,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
8686,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8687,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8688,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8689,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8690,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8699,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
8703,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8705,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
8706,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
8709,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
8719,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8728,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Guerrilla groups"
8734,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
8762,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8763,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8766,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8772,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"Other armed groups"
8773,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Paramilitary groups"
8787,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
8790,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
8795,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
8813,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
8815,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8827,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
8828,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
8852,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
8853,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8869,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8871,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8937,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
8938,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
8943,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
8946,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
8947,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
8948,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
8958,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
8961,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
8966,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Paramilitary groups"
8975,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
8979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
8980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
8981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
8984,0,0,1,0,1,1,0,0,0,0,1,0,0,1,"Paramilitary groups"
9000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
9002,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Other armed groups"
9005,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9009,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Guerrilla groups"
9014,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9016,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9017,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9022,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9023,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Guerrilla groups"
9024,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Guerrilla groups"
9025,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Guerrilla groups"
9026,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Guerrilla groups"
9032,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9038,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Other armed groups"
9040,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Guerrilla groups"
9041,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9051,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
9062,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Guerrilla groups"
9063,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9064,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9065,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9069,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Guerrilla groups"
9071,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
9072,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9080,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
9101,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
9105,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9114,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
9123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9136,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9137,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9138,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Guerrilla groups"
9140,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9141,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9164,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
9165,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
9180,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
9189,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Other armed groups"
9190,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Other armed groups"
9191,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9215,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9216,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9219,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9226,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Guerrilla groups"
9227,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
9232,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9257,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9260,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Guerrilla groups"
9262,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
9266,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"Other armed groups"
9268,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9278,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"Paramilitary groups"
9280,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9281,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
9282,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
9288,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9292,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
9309,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Paramilitary groups"
9310,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
9311,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Guerrilla groups"
9317,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Paramilitary groups"
9319,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
9320,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
9321,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
9322,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"Paramilitary groups"
9323,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9324,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9325,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9326,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9327,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9335,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Guerrilla groups"
9355,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9362,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"Other armed groups"
9367,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9368,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9369,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9370,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9371,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9372,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9424,0,0,1,1,1,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
9425,0,0,1,1,1,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
9427,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9434,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9435,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
9436,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
9437,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9438,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
9439,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
9440,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Guerrilla groups"
9441,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9442,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9443,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9445,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Guerrilla groups"
9448,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Other armed groups"
9449,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Other armed groups"
9459,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Other armed groups"
9460,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Guerrilla groups"
9461,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9470,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9473,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
9474,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Guerrilla groups"
9478,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9479,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
9482,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
9485,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9486,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9490,0,1,1,0,1,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
9491,0,1,1,0,1,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
9492,0,1,1,0,1,1,0,0,0,0,0,0,0,1,"Paramilitary groups"
9493,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Guerrilla groups"
9494,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9496,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9497,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9498,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9499,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9501,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9502,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9503,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9504,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9514,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9515,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9516,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9517,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9518,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9519,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9520,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9521,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9522,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9523,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9524,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9525,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9526,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9527,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9528,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9529,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9530,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9553,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9554,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9555,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9556,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9557,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9558,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9559,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9560,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9561,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9562,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9573,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
9575,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
9584,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9585,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9586,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9587,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9588,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9594,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9600,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9601,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9602,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9604,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9605,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9606,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9608,0,0,1,1,1,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9621,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9632,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9633,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9634,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9635,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9637,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9653,0,0,1,0,1,0,0,0,0,0,1,0,1,0,"Other armed groups"
9654,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
9655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9656,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9657,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9658,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9659,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9660,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9661,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9662,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9663,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Paramilitary groups"
9664,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Paramilitary groups"
9665,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Paramilitary groups"
9666,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Paramilitary groups"
9667,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9668,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9669,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9673,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9677,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9678,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9679,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9680,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9681,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9682,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9683,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Guerrilla groups"
9691,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Guerrilla groups"
9696,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9697,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9698,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9701,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Guerrilla groups"
9702,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Guerrilla groups"
9703,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Guerrilla groups"
9704,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Guerrilla groups"
9705,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Guerrilla groups"
9706,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Guerrilla groups"
9714,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
9717,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Guerrilla groups"
9719,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
9720,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
9721,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
9722,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Other armed groups"
9728,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Other armed groups"
9739,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9741,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Paramilitary groups"
9745,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Guerrilla groups"
9746,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Paramilitary groups"
9748,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Other armed groups"
9755,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Guerrilla groups"
9759,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Guerrilla groups"
9766,0,0,1,0,1,0,0,0,1,0,1,0,0,0,"Paramilitary groups"
9767,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9768,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9769,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Paramilitary groups"
9772,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
9773,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Paramilitary groups"
9774,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9775,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9776,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9783,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Other armed groups"
9784,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Other armed groups"
9785,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Other armed groups"
9786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Other armed groups"
9791,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9792,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Guerrilla groups"
9794,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Paramilitary groups"
9795,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9799,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9800,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9805,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Other armed groups"
9848,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
9849,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
9850,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
9851,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Guerrilla groups"
9868,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Guerrilla groups"
9870,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Guerrilla groups"
9871,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Guerrilla groups"
9872,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9873,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Guerrilla groups"
9879,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Guerrilla groups"
9880,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Other armed groups"
9881,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Other armed groups"
9882,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Paramilitary groups"
9885,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Paramilitary groups"
9889,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Paramilitary groups"
9890,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Paramilitary groups"
9895,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9896,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Paramilitary groups"
9897,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Other armed groups"
9901,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Other armed groups"
9904,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
9906,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
9907,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Other armed groups"
9910,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"Paramilitary groups"
